lambda,theta,phi
6.28059053487148,1.30311262345731,5.21229054079823
3.93518620040629,0.683718758113373,5.16592308494152
6.35552968051282,0.219476558728515,3.5857061012071
7.60856397981977,0.62503654847138,3.59291156856294
3.69670580293299,1.0311387831916,1.79710580735299
3.04530008030757,1.10053403654458,4.39278570755752
4.13932916257827,0.830364651512481,5.00303620995184
4.27079994148699,0.976220289377181,2.77458586942066
4.93784041710493,1.23857890297629,2.80365537521243
5.53810349706287,0.236268530244767,2.92584320234552
2.8133317493368,0.583627734353416,1.75325492161119
3.9367770246918,0.216612177737708,4.24350827750688
9.17541731262635,0.457969258999178,5.67789167466679
2.26246448979458,1.01338215258314,5.70843657883623
14.4192452712343,1.01515180166309,4.69477686093158
7.88694394647721,1.21368155546789,1.63684207365855
5.39201391736027,0.868209202725704,4.33312234402871
6.12672930956951,0.269101372371596,0.828316500351446
3.78855430898258,1.28913841828713,0.775978615056221
5.17666766719069,1.10761399566273,1.19947800260445
18.7025345732812,0.564200018552057,0.915661786339532
5.85047663342865,0.82911708287458,3.67593744751562
5.64166376510688,1.44709648520346,0.460945093223451
3.75508495174675,1.00839586821784,5.16682803694321
5.3942054921795,1.15787597888843,4.54213334015686
6.56802696577251,0.718458940021671,5.81733762100559
7.18473480898548,0.756005953936666,3.09533960360461
4.74846653718375,0.84626177102429,4.11475060546214
4.56964494041827,0.545376890550499,5.59281075830446
29.0659843355338,1.0460649149477,3.3836559770442
2.37822781076019,0.789285976034236,1.77314734356242
11.5805505777171,0.934403597212614,6.13212193677485
13.2786172178777,0.588060316026744,0.228868263956139
9.0678881154193,0.381655713415812,2.04985510799963
2.91634877951268,0.760961369957373,6.11362490532893
3.93318322982258,0.646060959589298,2.29356762796226
4.37212103965834,1.09245040506074,1.942444343167
7.19212032260979,1.08294820876815,0.759714918253051
3.17491795268827,0.957275478586082,5.75392561644806
7.74948280229128,0.374042929255483,0.851234671381067
2.97312105674485,0.147351886053167,2.08675825818729
6.87822330062308,0.84538265412144,5.63903247341607
5.43424831669765,0.580533014565884,3.13938585972023
8.72080626769352,1.32208933430291,3.865970043166
7.66188193666379,1.43216308970905,3.66393249722662
12.7047903878781,0.564945037859711,4.38725881246582
11.7152673931193,1.10817486694013,0.184300545019363
4.364825110887,1.24261957512707,3.31678474751394
7.43701482271159,0.883553985617496,0.20151963738548
3.55415102507048,1.22328053165033,5.19708848979153
2.28041171149008,1.33130372994918,2.13619633721249
8.10221395037311,0.834635791540473,5.32004185626609
5.47863456823444,1.02258066061816,1.54610068858508
5.32654232045916,0.862461202539666,3.65361729313291
12.7648754164335,0.161503765442033,5.89159758948464
6.42349827832145,0.731826703964346,0.300256413383743
6.50292133382674,0.93387256435527,0.33915163501439
10.7814521705317,0.806607475957545,0.129546929045654
9.27502336181827,0.656280557689189,4.28185578755622
6.11095233009391,1.31736246785914,3.7612939630005
3.46543778409179,1.14518603174479,0.71647183744595
3.80413495029396,1.17181792950124,5.00295708859069
11.6120128074376,0.65650972199779,3.8820697311458
2.25504292533056,0.879130785717943,0.441164582280158
5.40182249300148,1.20574439083451,0.435292622535763
3.37214847382268,1.30997641453306,0.854559625845611
23.1751914622609,0.957224560660322,4.95675034863043
7.62919592129083,0.472065435474427,0.580556633233057
5.4820436133219,0.941786188886177,1.49457369897686
5.26371604777127,0.27175682410854,1.53088498467876
2.5974451876646,0.691575451483222,0.658617386444422
7.22077932449081,0.955597579439235,5.39318945144637
2.4300886065237,1.31042639542655,4.38691851233567
2.70349308821735,1.12098152332561,4.61023779097845
5.6458450162836,0.769943974713981,4.08740446144547
2.90087451819568,1.05502657476091,3.2438236334013
9.57435011066198,0.70206028720076,2.05075713482821
9.55991098497867,1.40202601821457,4.15806247623987
7.76778546420298,1.46091542340304,0.738685725606867
3.25978252132616,1.19331348402335,0.928764204931148
6.94125295818367,0.673346373140791,0.124185044742248
5.62099479397668,0.740077960853364,6.05882363165297
21.0413269897774,0.519764957414702,6.09703276041526
6.82783695000443,1.08794929564617,0.77823851864471
9.16019088152257,1.22144336314792,2.9368238126577
5.14074380567663,1.27265008823066,4.12613011287561
4.99298221685958,0.843815901839814,1.82328968862321
9.75769273590807,0.88492215725921,4.74089352839408
2.79735999109223,0.396124073794854,3.50675913997039
3.15200845090538,1.2485685502067,2.68790015087028
3.40612550154912,0.735710000572034,1.67882977483095
4.71931475177516,0.470700955607993,4.73586342648407
9.91826611910376,1.24846454022355,5.64466492559337
9.22772157156239,1.0618562304073,4.57694885126619
2.60574412842973,1.22089756834618,2.55618912457897
4.77230143047749,0.563096633491974,5.8956123009759
5.68835605318607,0.962291252071837,1.60489803191548
4.88844730228058,0.9527873254706,3.34996343972161
6.91102449852603,0.358051213473882,5.99890177350696
6.60787494720334,0.692177459518209,1.68230738699394
4.11144539015951,0.552336765670575,1.57132801364009
4.98801874040625,1.00949564224213,5.82873960567919
2.03874638131051,0.561360736547784,0.430915604775508
25.8016164089154,1.24276299878101,1.88118810980311
3.36742820651148,1.14127176296084,3.71702896978066
2.96942589533742,0.674518106677996,1.2773662030651
4.60131664791451,0.783301100213507,3.99537197232845
3.5559887295887,0.985502418981135,5.01630827368826
5.40020026764587,1.15165321859719,3.15228068081139
4.39740204824029,0.895925820264574,4.08917325032981
16.8674388045981,0.860416463558186,5.0011326704226
13.763224325277,0.60772468978603,1.46633063062841
2.52985234046122,0.741767413766127,3.77518238995487
8.00065507522765,1.00631134917802,0.706621963468336
3.9758125752553,1.22388731888196,3.24065117410845
4.92891591876846,1.01415081115498,5.26430831863305
5.85914140861729,0.136855447173019,5.78549487757377
15.6937126907874,0.963945110442458,3.1304584059804
4.89478050243729,0.723750917546247,1.74428212452124
25.2329348909637,0.723056944982496,4.09990383001508
4.16773166161245,0.34915769193891,5.76355836633376
7.46740276127984,1.12576502575778,3.20341576334426
7.02519995741843,0.606458280371635,6.12102561740796
5.78800939574853,0.519232313890686,1.23954015040177
7.42876045222609,0.62539447772278,0.698595856521628
7.02755696933255,0.659772743308173,1.86833212712049
3.4356380141865,0.832019482885483,2.49077111813509
3.11707918255214,0.847477692308266,2.64368592752755
72.2541562000316,0.680451513402076,1.95705739073783
3.39201857880075,0.68281079185262,4.35954521708826
2.30840436264286,0.800767802965146,0.577247752955138
5.97517204837213,0.945658671109401,2.5263973033177
11.5032599513481,1.34739171790819,1.85467569084252
7.06056168969168,1.01581615057233,1.92577605867641
3.51022037909316,0.684800591420126,0.663260145645142
4.57906983864409,1.14830394490313,3.73112887999586
5.1900177784445,0.375268065149335,1.77642937600444
24.437481215099,0.248448013197361,0.975286208043668
3.30046629480256,0.294491655779443,0.00413853049937642
10.6420316582852,0.416807750500945,1.78188255777035
6.78314804604356,0.605779600435515,3.46084679670655
4.62591523550396,0.581522266518894,5.47203985364645
3.51314109318804,0.108290158707009,0.265486101227128
4.96523607277191,0.825345742825606,5.68453586103163
5.34202359170755,0.313957077127546,0.822934455070884
3.06693499490051,0.392795588269009,5.23847347701714
6.22977695764875,0.918091494849167,5.02949113202771
3.72315358183994,1.18632104430856,5.7672107077985
4.67907352164954,1.40954195114194,0.862704329369139
6.16828395862818,0.856475739414577,3.17132668173566
3.8739872278254,1.51464387323142,2.54442917229078
4.10227272432645,0.839042593617961,1.09058605509034
6.49706109050683,0.800859081972002,3.61398522278849
3.95323697172479,0.612664798675112,3.8089796068901
9.73344369062619,0.715169272323088,1.34740232536892
25.0141429618728,0.777204050218543,3.26683070569936
7.88570467750242,0.269788745218284,6.21523774519674
4.42419272333621,1.22913441562069,3.07822775024034
6.17849601733632,0.257052880745424,4.36601715088337
2.97994320425214,0.721408584813853,2.58503958089578
12.8600054375702,1.14133860892546,0.218508702426331
11.4514573043018,0.679134706476403,1.83991492994003
9.56503563487317,0.899870450134578,5.03560695136428
3.9264597764895,1.13088087882677,2.17713621601441
6.27550008288205,1.22675895181072,0.523489520371139
2.17131043829835,1.30521946924775,3.21137604031406
4.94516535655821,0.452026082286954,2.3048822784001
4.23467431436366,0.533453278529513,4.64628676006949
3.33206883359307,1.24550526440416,3.29703968816735
3.43958060689541,0.879311238529153,5.05495375656793
4.92925163444431,0.789238282996448,5.13280431747477
2.88135315290972,0.899187440803369,1.1904844298555
6.3147982013201,1.13189584456356,0.777188910764419
5.2625488295032,0.817308991696987,5.15847301404256
7.4009644307146,0.466236464634746,4.00802895354068
7.45173676145917,0.739226035209332,0.10128370234098
6.71724228703261,0.713056960867509,5.62944895228553
2.322034837574,1.38548982546095,3.23819698658309
2.68288914221742,0.906637801363463,3.42133224245409
4.27582019835443,0.986137521476806,3.81038877252069
5.72080028222095,1.01338082661848,4.77796167098063
6.88550088154532,0.629793750099771,5.37430289791896
4.8268992887737,0.802391855422477,2.40563340914078
9.61976651230367,0.842214992062455,0.531866538184424
7.70823138280848,0.406715354440414,4.6110619282339
19.7493209527213,0.847614640130692,2.08595049688618
5.72462047518496,0.985500352092781,5.27630193923526
4.30971470718988,0.711585892554746,2.33560642726582
2.96544877957747,1.15421653627119,5.20383001585707
6.43461798020672,1.02595918559263,1.10909925593476
8.71604233104843,0.643533443994363,0.81379728784096
4.93305455830874,0.739546296483761,5.52847159707655
2.85476413573333,0.670787029569503,0.276957332341513
3.96023917773542,1.0772446844919,4.31478913026467
3.28336890376575,1.02921812797487,4.61043113508523
4.04619747438598,0.715448053572135,2.74683543439953
5.04456326169182,0.984360036677429,2.38659830180902
5.69052725488095,1.33453939106872,6.15536923211317
5.16653680535306,1.08771771233113,2.50694961061469
11.3512097155408,0.997252350091866,2.76577595215001
5.61657908495397,0.336999949560899,0.985253015068815
15.8086040797026,0.67441984258826,2.04853382328294
6.70855539861422,0.876811297481677,1.9733092957856
17.7723830118285,0.744733396718585,5.6203134287056
3.80869439929499,0.226292137179867,1.55209869366991
7.14716913029455,0.498618733877865,1.95205382803137
4.09409447544448,1.15141125309985,2.56899911557313
7.09338526307265,0.125407200054936,4.44856364690634
7.39053787813642,1.1926766944444,0.902501626836414
2.67653995683068,0.283177912755965,5.47467800651296
3.89153733338491,0.957838925473922,0.522483908686682
3.7103633908731,0.785609487684842,2.90118440180351
7.04382393035645,0.485779769676678,0.190939866967279
10.2917864847716,0.857261046462657,4.73249852047611
4.42777048748145,0.357096790362375,4.39849781558728
8.74883690619612,0.960097282064754,1.34782019330768
7.13731732269908,0.885654162083432,4.2719671303633
1.81599784622713,0.238857594022299,3.50157318310969
6.34918714788873,0.239654323804551,5.34497318188179
4.69277922889431,0.401189098940653,3.50957049119343
13.4589593895788,0.140537381514847,5.66601103634515
1.45542300115569,0.720390717568363,2.63590747395736
5.20227343551463,1.1487722601977,2.2501868043285
4.93906249195307,0.903894457660941,3.07239918459301
5.19137211915519,0.805533020214837,1.60825756353919
8.55101045200829,1.19290607115263,5.83814269881582
4.2933731025403,0.317893881284915,2.93271955707296
8.83176684219111,1.26271700228095,1.59597839452766
5.26562762118051,0.334883276589082,2.70942541212239
2.35137316100655,0.80239819665764,4.41412624455343
3.42159024314751,0.388023559995037,2.52791311517292
7.75749389794039,0.844909143989929,1.14253491052863
5.2807680523826,0.0677246783541172,5.37998443222895
3.27754883935692,1.06668441078622,3.67064455044468
4.40737122238739,1.17129265417681,2.34726471840837
6.3983989416726,1.27823336152252,1.39294791893703
3.5180338445291,1.45639033653105,1.37598062276575
8.00994714662323,0.790531355367704,3.28128321295032
3.82129903412307,0.548000315628152,2.72327522518421
13.5594113517248,0.322999329645213,4.6577503274311
3.9754724005059,0.793247316609745,0.442648094742078
8.46736480935362,0.871431187108585,5.32395299785276
3.49967156823959,1.06221066485598,4.27181350041605
4.08478521991609,0.292171499221183,0.858606834596886
2.85702938084727,0.949948653183696,5.3935000189284
6.10647229727513,0.802380443016963,1.25559483598126
7.23871530883565,0.426382081998474,3.8160292728925
5.8487471953334,1.3203098925537,3.41205226243483
4.94831320760067,0.876382633364166,1.01991611997108
6.7797463313255,0.725892473395121,0.035519274595081
6.81331197898938,1.32740008834449,4.84738414137698
7.18325390797197,0.943956152475254,4.80530193657733
6.68823122297463,0.737269585003812,2.6456567680638
16.0101069759853,1.15886696217599,0.356967743947662
3.62040584779997,0.818044857636755,3.68035691418029
7.58157810395625,0.839390096993171,1.09424967299617
3.78235952428329,0.969602351498463,4.57799579712465
3.0587024845716,0.65097458167619,3.35704967474703
6.39759482947897,0.51114175711928,1.59004981457154
5.11471358467989,0.864653124541854,5.76203748667787
5.17579050468146,1.19732842773666,4.76387672909184
6.97041922276019,0.691626186725526,5.5733784637518
8.55341238436396,0.342222771553036,0.4322716578397
4.46294632314138,0.729125278115669,1.15314166159371
6.97122765602786,0.579840920924269,4.63116407362231
4.88415061366719,0.686134247910316,4.37758852546252
10.2180134843329,1.15030255094408,4.88199040891489
9.96107416049339,0.688419929681189,3.15355218885
3.90124645144283,0.674671277715242,2.67347541795762
6.46009609299807,0.643968642376423,3.8405161592837
6.16133210299494,0.383864830183935,5.37697337410135
5.80112937688902,0.535219203661926,4.21474253924308
11.1635019053132,0.299082984307415,3.28982584228528
3.95028522749895,0.714558746229151,1.87751259434328
4.2665007086015,0.53196816142875,4.42316817168994
3.057471659244,0.576969320825921,2.39773184907328
15.3226314987335,0.709970815338034,3.56687003729258
6.79147206885275,0.35252011468164,5.57859490922994
5.32327848121181,0.78046500716267,5.29640658731268
6.72555430667891,0.998169136457355,5.64731788011905
5.83347862059881,0.516145598433943,5.8999304275732
6.81007525187993,1.08873639074775,5.12353019075203
5.82672551196501,0.275672395531118,0.00853148987805597
7.746751537634,0.678468363343861,0.0194194254820009
5.65272247596935,0.058292108850884,0.549582781530369
36.5111981244844,0.489021829327971,1.63819826226683
3.67842200176956,0.0360712200837316,0.14324827239434
2.96659400697845,0.449980410339165,2.66460350251902
2.99300592374988,0.387063302253191,2.14297440144413
2.63612537310993,0.544231253854788,3.40142707974285
4.80652333279783,0.431463896183438,5.81929197164996
5.10216232967237,0.381546251266505,1.87552733996385
4.55932477925214,0.884940017591398,2.12424940930721
8.4321123775242,1.25081311688739,5.40027278141484
6.60709108104647,1.32202657784058,2.13928831961469
8.58577654716305,0.489633538261803,0.867836087066026
14.7462775460668,0.768066067943704,3.19059493527262
20.9600326995439,0.660102031204033,5.3825313889061
3.51971979321393,0.809187174418763,2.41471367722907
3.19064013296183,0.540608420595007,4.37115500978867
7.40505123701047,0.264526365837836,3.94523830421025
2.87815789832057,0.72155187580066,2.82987223395175
5.67638666633588,0.430094697236858,2.97582929501234
5.71656981183059,0.162288383282748,5.9671810064685
10.8432245776322,1.35626553544543,0.524630653420043
5.36351108367895,0.715769857995398,1.75821695866927
4.73535448487623,1.37345306357849,2.80862975821369
7.08868492658907,1.06165524940847,3.69181913285629
8.05620133895693,0.0858296739404417,5.51433792356534
5.63285109625515,0.969573528179281,2.94744549629327
4.44763471853887,0.997668080092455,2.74838133961794
3.26060254965586,0.932646157272105,4.68841825128863
6.19757009070535,0.837803905300798,2.93996816383879
3.93479550298313,0.485918937512261,5.40873776418516
2.4497860763938,1.07343317071217,2.93118142181814
8.28068136974832,0.497833478183792,3.12968279492963
3.82092110914738,0.654782363635692,3.06261712609206
5.0600984739288,1.23421809281922,1.44179483395324
7.2958598101145,1.18210641766133,0.537540529669001
4.51801288261552,0.687201686620884,0.423381846016556
7.97768326615631,0.599139226932586,5.58192486859566
4.74332234924699,0.894906996691232,1.46503577670867
7.23939368936129,1.26644492828564,5.41356581986201
7.50854514209943,1.26453161736936,4.47196347899145
5.05944882218057,0.877512756337027,5.4840457738023
2.13019502690183,0.614671332721453,5.89364042798239
4.34462527728445,1.1774050967537,0.877693622540171
4.93879738082137,0.727667873427017,2.47494760262374
3.98258197486425,1.25637682321791,6.16105796443207
3.54964854334714,0.183174777291995,4.05136035022849
9.66477038373902,0.817847419488586,5.63230875547705
4.97642176833533,1.00930437237866,3.02994299811575
11.6414873817784,0.437239727419647,0.0885494029606481
4.7208762925816,0.618869352728559,3.91367262828367
8.53122012964614,0.448105129885887,1.45201499005721
4.75659480966512,0.603328261054447,3.31396532542565
9.34305835763642,0.688652325308486,4.55525883942311
8.28322245496371,0.834041157736972,3.81650597427072
4.63306932132915,0.222602021795563,3.69681540745819
3.66259413515209,0.838228543171518,2.72335141851544
8.94866136564915,0.551804285350707,1.53418353689487
16.5584984031865,0.513728951403312,2.69523739222053
4.3245032220274,0.515646666760653,0.0639468389989034
7.08660583390045,0.403491059942048,3.82533798333131
5.03490790755973,1.36048237002578,6.01913562712424
9.97733251422734,1.31434390713634,0.599708194388221
8.52662430863681,1.13097652505005,0.223622104904388
3.36795785426603,1.02244018157867,5.56837943018863
10.8738165466547,0.432673127709404,1.55157835666413
30.9714739971813,0.643887499705736,0.0560149504636465
5.58792882341087,0.449482706864367,5.12029507608512
11.5597856311399,0.034624786852463,0.882783995390221
