wavelength,bundles,energy,power,Elb,error
0,0,0,0,NaN,NaN
0.720720720720721,1,23.9218920801562,33.1916252612168,0.0308945267074214,1073.35292909807
1.44144144144144,9,215.297028721406,298.724627350951,92.2935022238591,2.23668102469869
2.16216216216216,53,1267.86028024828,1759.15613884449,1109.73578562611,0.585202677637344
2.88288288288288,100,2392.18920801562,3319.16252612168,2416.5573563037,0.373508688905519
3.6036036036036,84,2009.43893473312,2788.09652194221,3004.61563784571,0.072062167678374
4.32432432432432,82,1961.59515057281,2721.71327141977,2962.57067036806,0.0813001361815159
5.04504504504505,80,1913.7513664125,2655.33002089734,2611.81509929093,0.0166607971667769
5.76576576576577,59,1411.39163272922,1958.30589041179,2185.53854043466,0.103971010265357
6.48648648648649,58,1387.46974064906,1925.11426515057,1786.56835991305,0.0775486168602396
7.20720720720721,35,837.266222805469,1161.70688414259,1442.78219920586,0.194814792709517
7.92792792792793,31,741.578654484844,1028.94038309772,1166.51934224674,0.117939715327855
8.64864864864865,24,574.12540992375,796.599006269203,945.440505102033,0.157430846287643
9.36936936936937,22,526.281625763437,730.215755746768,769.834214305438,0.0514636240147038
10.0900900900901,15,358.828381202344,497.874378918253,628.960722729509,0.208417376592896
10.8108108108108,14,334.906489122187,464.682753657034,518.59268310068,0.103954280884407
11.5315315315315,13,310.984597042031,431.491128395818,431.086594537822,0.000938405098005612
12.2522522522523,6,143.531352480937,199.149751567301,359.130288783954,0.445466568020094
12.972972972973,9,215.297028721406,298.724627350951,301.638365863429,0.00965970792255682
13.6936936936937,3,71.7656762404687,99.5748757836504,255.023293225166,0.609545957452077
14.4144144144144,9,215.297028721406,298.724627350951,216.657260401811,0.378788907405821
15.1351351351351,6,143.531352480937,199.1497515673,185.16923584518,0.0755012875562621
15.8558558558559,4,95.687568320625,132.766501044867,158.902556434551,0.164478507936708
16.5765765765766,2,47.8437841603125,66.3832505224336,138.337083211788,0.520134088552351
17.2972972972973,4,95.687568320625,132.766501044867,118.914136279178,0.116490479594183
18.018018018018,5,119.609460400781,165.958126306084,104.701109229668,0.585065597939799
18.7387387387387,1,23.9218920801562,33.1916252612168,91.1050463768412,0.635677423137188
19.4594594594595,1,23.9218920801562,33.1916252612166,80.5938045074289,0.588161578125312
20.1801801801802,1,23.9218920801562,33.191625261217,70.710952097601,0.530601352738071
20.9009009009009,2,47.8437841603125,66.3832505224336,62.7132680665264,0.0585200320291724
21.6216216216216,0,0,0,55.803269063678,1
22.3423423423423,0,0,0,50.5247976031687,1
23.0630630630631,2,47.8437841603125,66.3832505224339,45.2463261426594,0.467152279129377
23.7837837837838,1,23.9218920801562,33.1916252612166,39.9678546821503,0.169541985048297
24.5045045045045,2,47.8437841603125,66.3832505224336,36.1049732951412,0.838617909499107
25.2252252252252,2,47.8437841603125,66.3832505224336,32.8487733682037,1.02087456290499
25.9459459459459,1,23.9218920801562,33.1916252612168,29.5925734412662,0.121620102661698
26.6666666666667,0,0,0,26.3363735143287,1
27.3873873873874,0,0,0,24.7551171287562,1
28.1081081081081,0,0,0,23.1738607431837,1
28.8288288288288,2,47.8437841603125,66.3832505224333,21.5926043576113,2.07435126504476
29.5495495495496,1,23.9218920801562,33.191625261217,20.0113479720388,0.658640152956939
30.2702702702703,1,23.9218920801562,33.1916252612166,18.4300915864663,0.800947385719453
30.990990990991,1,23.9218920801562,33.1916252612168,16.8488352008939,0.969965571237584
31.7117117117117,0,0,0,15.2675788153214,1
32.4324324324324,0,0,0,13.6863224297489,1
33.1531531531532,0,0,0,12.1050660441765,1
33.8738738738739,0,0,0,11.2401736425303,1
34.5945945945946,0,0,0,10.6140692355261,1
35.3153153153153,0,0,0,9.98796482852202,1
36.036036036036,1,23.9218920801562,33.1916252612168,9.3618604215179,2.54540911386876
36.7567567567568,0,0,0,8.73575601451377,1
37.4774774774775,0,0,0,8.10965160750964,1
38.1981981981982,0,0,0,7.48354720050552,1
38.9189189189189,0,0,0,6.85744279350139,1
39.6396396396396,0,0,0,6.23133838649727,1
40.3603603603604,0,0,0,5.81248824852699,1
41.0810810810811,0,0,0,5.60089237959056,1
41.8018018018018,0,0,0,5.38929651065413,1
42.5225225225225,0,0,0,5.1777006417177,1
43.2432432432432,0,0,0,4.96610477278127,1
43.963963963964,1,23.9218920801562,33.1916252612165,4.75450890384483,5.98108383693958
44.6846846846847,0,0,0,4.5429130349084,1
45.4054054054054,0,0,0,4.33131716597197,1
46.1261261261261,0,0,0,4.11972129703554,1
46.8468468468469,0,0,0,3.90812542809911,1
47.5675675675676,0,0,0,3.69652955916268,1
48.2882882882883,0,0,0,3.48493369022625,1
49.009009009009,0,0,0,3.27333782128982,1
49.7297297297297,0,0,0,3.06174195235339,1
50.4504504504505,0,0,0,2.85014608341696,1
51.1711711711712,0,0,0,2.63855021448053,1
51.8918918918919,0,0,0,2.4269543455441,1
52.6126126126126,0,0,0,2.21535847660766,1
53.3333333333333,2,47.8437841603125,66.3832505224336,2.00376260767123,32.129298983967
