wavelength,bundles,energy,power,Elb,error
0,0,0,0,NaN,NaN
0.720720720720721,0,0,0,0.0308945267074214,1
1.44144144144144,19,340.886962142227,472.980659972339,92.2935022238591,4.12474495577293
2.16216216216216,72,1291.78217232844,1792.34776410571,1109.73578562611,0.615112162121068
2.88288288288288,114,2045.32177285336,2837.88395983404,2416.5573563037,0.174349929014219
3.6036036036036,114,2045.32177285336,2837.88395983404,3004.61563784571,0.0554918492440592
4.32432432432432,129,2314.44305875512,3211.28974402272,2962.57067036806,0.0839538027370531
5.04504504504505,85,1525.02062010996,2115.96611040257,2611.81509929093,0.189848427257725
5.76576576576577,82,1471.19636292961,2041.28495356483,2185.53854043466,0.0660036801918553
6.48648648648649,73,1309.72359138855,1817.24148305162,1786.56835991305,0.0171687374672092
7.20720720720721,61,1094.42656266715,1518.51685570067,1442.78219920586,0.0524920923868452
7.92792792792793,45,807.363857705273,1120.21735256607,1166.51934224674,0.0396924320101645
8.64864864864865,33,592.066828983867,821.492725215116,945.440505102033,0.131100560234132
9.36936936936937,32,574.12540992375,796.599006269201,769.834214305438,0.0347669556203233
10.0900900900901,17,305.004124021992,423.193222080515,628.960722729509,0.327154770103961
10.8108108108108,13,233.238447781523,323.618346296863,518.59268310068,0.37596815990164
11.5315315315315,21,376.769800262461,522.768097864165,431.086594537822,0.212675375407199
12.2522522522523,6,107.648514360703,149.362313675476,359.130288783954,0.58409992601507
12.972972972973,9,161.472771541055,224.043470513213,301.638365863429,0.257244780941918
13.6936936936937,6,107.648514360703,149.362313675476,255.023293225166,0.414318936178115
14.4144144144144,12,215.297028721406,298.724627350951,216.657260401811,0.378788907405821
15.1351351351351,8,143.531352480937,199.1497515673,185.16923584518,0.0755012875562624
15.8558558558559,4,71.7656762404687,99.5748757836504,158.902556434551,0.373358880952531
16.5765765765766,5,89.7070953005859,124.468594729563,138.337083211788,0.100251416035659
17.2972972972973,4,71.7656762404687,99.5748757836504,118.914136279178,0.162632140304363
18.018018018018,2,35.8828381202344,49.7874378918252,104.701109229668,0.52448032061806
18.7387387387387,3,53.8242571803516,74.6811568377378,91.1050463768412,0.180274202058672
19.4594594594595,0,0,0,80.5938045074289,1
20.1801801801802,5,89.7070953005859,124.468594729564,70.710952097601,0.760244927232235
20.9009009009009,4,71.7656762404687,99.5748757836504,62.7132680665264,0.587780048043759
21.6216216216216,2,35.8828381202344,49.787437891825,55.803269063678,0.107804278724034
22.3423423423423,0,0,0,50.5247976031687,1
23.0630630630631,2,35.8828381202344,49.7874378918255,45.2463261426594,0.100364209347033
23.7837837837838,1,17.9414190601172,24.8937189459125,39.9678546821503,0.377156488786222
24.5045045045045,1,17.9414190601172,24.8937189459126,36.1049732951412,0.310518283937835
25.2252252252252,0,0,0,32.8487733682037,1
25.9459459459459,2,35.8828381202344,49.7874378918252,29.5925734412662,0.682430153992547
26.6666666666667,1,17.9414190601172,24.8937189459126,26.3363735143287,0.0547780265810385
27.3873873873874,1,17.9414190601172,24.8937189459126,24.7551171287562,0.00559891582962482
28.1081081081081,0,0,0,23.1738607431837,1
28.8288288288288,4,71.7656762404687,99.5748757836499,21.5926043576113,3.61152689756715
29.5495495495496,1,17.9414190601172,24.8937189459127,20.0113479720388,0.243980114717704
30.2702702702703,0,0,0,18.4300915864663,1
30.990990990991,0,0,0,16.8488352008939,1
31.7117117117117,0,0,0,15.2675788153214,1
32.4324324324324,0,0,0,13.6863224297489,1
33.1531531531532,1,17.9414190601172,24.8937189459126,12.1050660441765,1.05647113820486
33.8738738738739,0,0,0,11.2401736425303,1
34.5945945945946,0,0,0,10.6140692355261,1
35.3153153153153,0,0,0,9.98796482852202,1
36.036036036036,0,0,0,9.3618604215179,1
36.7567567567568,0,0,0,8.73575601451377,1
37.4774774774775,0,0,0,8.10965160750964,1
38.1981981981982,0,0,0,7.48354720050552,1
38.9189189189189,0,0,0,6.85744279350139,1
39.6396396396396,2,35.8828381202344,49.7874378918247,6.23133838649727,6.98984661139724
40.3603603603604,0,0,0,5.81248824852699,1
41.0810810810811,0,0,0,5.60089237959056,1
41.8018018018018,0,0,0,5.38929651065413,1
42.5225225225225,0,0,0,5.1777006417177,1
43.2432432432432,0,0,0,4.96610477278127,1
43.963963963964,1,17.9414190601172,24.8937189459124,4.75450890384483,4.23581287770468
44.6846846846847,0,0,0,4.5429130349084,1
45.4054054054054,0,0,0,4.33131716597197,1
46.1261261261261,0,0,0,4.11972129703554,1
46.8468468468469,0,0,0,3.90812542809911,1
47.5675675675676,1,17.9414190601172,24.8937189459124,3.69652955916268,5.73434867691175
48.2882882882883,1,17.9414190601172,24.8937189459126,3.48493369022625,6.143240347938
49.009009009009,0,0,0,3.27333782128982,1
49.7297297297297,0,0,0,3.06174195235339,1
50.4504504504505,0,0,0,2.85014608341696,1
51.1711711711712,1,17.9414190601172,24.8937189459126,2.63855021448053,8.43462012179808
51.8918918918919,0,0,0,2.4269543455441,1
52.6126126126126,0,0,0,2.21535847660766,1
53.3333333333333,0,0,0,2.00376260767123,1
